Func.,Best,Worst,Median,Mean,Std
1,0,0,0,0,0,
2,4.349471359599193,15.51594260581078,6.8632315642717,7.594592990899522,2.625989078965631,
3,20.71221465803617,22.03904477070772,21.2739611749649,21.29705396797253,0.3667978106753349,
4,0.7002527158885018,0.9797916188658166,0.8555628941097062,0.8467336516876134,0.0758795399220311,
5,3.505303353495757,127.4641974756374,15.18457374290717,22.7217409770957,28.7206053291399,
6,0.3695873447640892,0.7022021494224386,0.5155050323343818,0.5236567323040291,0.08514162116221687,
7,0.08400865303705718,1.724981280892639,0.5359527902627765,0.5692879784898254,0.2974609192458098,
8,100.0000000000001,100.0000000000001,100.0000000000001,100,6.029155041345696e-14,
9,400.6054855915097,403.5543603358343,402.138698171482,402.1003150965627,0.735361104838121,
10,413.6573390671668,413.6722948614266,413.657339067167,413.6579474931123,0.002684484345633397,
