Func.,Best,Worst,Median,Mean,Std
1,0,0,0,0,0,
2,0,0,0,0,0,
3,20.16172754938562,20.16172754938565,20.16172754938564,20.16172754938565,1.190733387588184e-14,
4,0.5692245102022908,0.8490834326399378,0.7352894605638438,0.7218481417988496,0.06854255303257069,
5,0,0,0,0,0,
6,1.084316093599707,1.798638886332101,1.594465594303156,1.564870692327787,0.1566476633894104,
7,0.2456425712605726,0.6338507266524464,0.4800461815772643,0.4524014546060907,0.09028599121966276,
8,0,0,0,0,0,
9,0,0,0,0,0,
10,48.75322149674249,48.76939301515404,48.75332471419839,48.75383968073907,0.002888474236915767,
