Func.,Best,Worst,Median,Mean,Std
1,0,0,0,0,0,
2,0.006765039153833641,3.541901287151632,0.1804841665070853,0.86906888749877,1.037943837109735,
3,20.38721544422833,21.18173367156396,20.53124368201543,20.55140505159295,0.1803100882757639,
4,0.4852242902989019,0.7791245462310599,0.6651347828203598,0.6591064712129082,0.07020306128382915,
5,0.2081704727806937,144.2743556651271,120.672041393994,78.0907999151018,59.80528226575466,
6,0.2182435651004653,0.5674545140268492,0.3686327606567374,0.3718723028753175,0.07954012686037508,
7,0.1951999799748592,1.806223558351121,0.8192298268768354,0.842323233877778,0.2595252461469359,
8,100,100.0000000000005,100.0000000000005,100,4.471039939063189e-13,
9,400.6750081339346,405.1114404766799,402.4986271954613,402.6070233738692,0.8829368323806724,
10,413.657339067167,413.7940766554843,413.6584380618665,413.6733205897176,0.03007071611066531,
