Func.,Best,Worst,Median,Mean,Std
1,0,0,0,0,0,
2,0,0,0,0,0,
3,10.87367930409859,10.87367930409859,10.87367930409859,10.87367930409859,9.729507111180987e-16,
4,0.1158029226167504,0.2889392882682263,0.2065054504528357,0.2041414941368614,0.03870198885623441,
5,0,0,0,0,0,
6,7.495052632672168e-07,0.02151537322608498,0.0007766142870552556,0.003359102471070252,0.006379264378835469,
7,0,0.001190203331186894,0.0001560188639247939,0.0002541713218650705,0.0002649847435472565,
8,0,100,100,96.66666666666667,17.95054935711502,
9,100,300.0000000000001,300,280,60,
10,400,400.0000000000001,400,400,1.037814091859305e-14,
