Func.,Best,Worst,Median,Mean,Std
1,0,0,0,0,0,
2,0,0,0,0,0,
3,10.87367930409859,10.87367930409859,10.87367930409859,10.87367930409859,1.075637482762734e-15,
4,0.1578348103744747,0.2902852655424757,0.210957418672342,0.2176328041937468,0.0409066415111157,
5,0,0,0,0,0,
6,0,0.02044460963113578,0.0005316533639994072,0.004032431591480963,0.007086631495994405,
7,0,0.1929595238724173,0.0001323415160211505,0.006865298364449818,0.03456462852226273,
8,0,0,0,0,0,
9,0,0,0,0,0,
10,47.98801903576584,47.98801903576585,47.98801903576585,47.98801903576584,1.210010677676109e-14,
