Func.,Best,Worst,Median,Mean,Std
1,0,0,0,0,0,
2,0.3198122421317748,16.83370913870931,6.908151949941839,6.409843785286679,3.320509603720566,
3,10.8238023948843,14.30627833615212,12.16511227898458,12.0953994301711,0.642845889256738,
4,0.2112841873041666,0.4375834591838023,0.349487046846008,0.3445186734960572,0.05646480598408076,
5,0,17.60521608018979,0.4162859692910389,1.274539973391205,3.073880249983492,
6,0.1776095079889281,1.304285770012927,0.6636955428200813,0.6688929939734373,0.2400990566395039,
7,5.952299093621507e-05,0.8118859888752531,0.1841312565404047,0.24775817993295,0.2447344799283088,
8,0,0,0,0,0,
9,0,0,0,0,0,
10,51.2505340264637,71.03227150775331,70.94726273841493,66.37033412354026,8.318780049459454,
