Func.,Best,Worst,Median,Mean,Std
1,0,0,0,0,0,
2,0.2874901622153629,12.43979260393644,3.826683937880716,5.097743302125082,3.741643046396441,
3,10.36747270250248,12.2887186110687,11.3113296412148,11.28374161094655,0.4269387267818683,
4,0.2536159960068289,0.4845287340629056,0.3841538455121736,0.377661977794105,0.0536692318900064,
5,0,2.198061098832113,0.2081429846455194,0.3947838008577946,0.4491705845271486,
6,0.01956176620979022,0.5193873582425113,0.1961807850148034,0.2187631431081627,0.1184515869399205,
7,1.625990080356132e-07,1.115350006673452,0.214619268840579,0.2561777083537891,0.2647508699556317,
8,100,100.0000000000005,100,100,1.438037388729017e-13,
9,100,334.1025648500236,331.5729055719448,298.7150585460545,78.34722548516413,
10,397.7428690929214,443.3722409594538,398.0089893340296,407.0684561451167,18.13726761436212,
